Zip Code,City Name,Name Type,County,State,Terminal,Zone,latitude,longitude
95448,Healdsburg,Primary City Name,Sonoma,CA,SFO,F,38.63,-122.89
95452,Kenwood,Primary City Name,Sonoma,CA,SFO,F,38.42,-122.54
95471,Rio Nido,Primary City Name,Sonoma,CA,SFO,F,38.52,-122.97
95472,Freestone,Alternate City Name,Sonoma,CA,SFO,F,38.4,-122.86
95472,Sebastopol,Primary City Name,Sonoma,CA,SFO,F,38.4,-122.86
95473,Sebastopol,Primary City Name,Sonoma,CA,SFO,F,38.4,-122.82
95476,Sonoma,Primary City Name,Sonoma,CA,SFO,F,38.24,-122.46
95492,Windsor,Primary City Name,Sonoma,CA,SFO,F,38.53,-122.81
95605,Broderick,Alternate City Name,Yolo,CA,SFO,I,38.59,-121.54
95605,Bryte,Alternate City Name,Yolo,CA,SFO,I,38.59,-121.54
95605,West Sacramento,Primary City Name,Yolo,CA,SFO,I,38.59,-121.54
95606,Brooks,Primary City Name,Yolo,CA,SFO,I,38.8,-122.18
95607,Capay,Primary City Name,Yolo,CA,SFO,I,38.69,-122.12
95608,Carmichael,Primary City Name,Sacramento,CA,SFO,I,38.62,-121.32
95609,Carmichael,Primary City Name,Sacramento,CA,SFO,I,38.62,-121.32
95610,Citrus Heights,Primary City Name,Sacramento,CA,SFO,I,38.69,-121.27
95611,Citrus Heights,Primary City Name,Sacramento,CA,SFO,I,38.7,-121.28
95612,Clarksburg,Primary City Name,Yolo,CA,SFO,I,38.37,-121.58
95615,Courtland,Primary City Name,Sacramento,CA,SFO,I,38.31,-121.54
95616,Davis,Primary City Name,Yolo,CA,SFO,I,38.55,-121.8
95617,Davis,Primary City Name,Yolo,CA,SFO,I,38.54,-121.72
95618,Davis,Primary City Name,Yolo,CA,SFO,I,38.53,-121.66
95618,El Macero,Alternate City Name,Yolo,CA,SFO,I,38.53,-121.66
95620,Dixon,Primary City Name,Solano,CA,SFO,I,38.39,-121.81
95620,Liberty Farms,Alternate City Name,Solano,CA,SFO,I,38.39,-121.81
95621,Citrus Heights,Primary City Name,Sacramento,CA,SFO,I,38.69,-121.31
95624,Elk Grove,Primary City Name,Sacramento,CA,SFO,I,38.44,-121.3
95625,Elmira,Primary City Name,Solano,CA,SFO,I,38.36,-121.91
95626,Elverta,Primary City Name,Sacramento,CA,SFO,I,38.73,-121.46
95627,Esparto,Primary City Name,Yolo,CA,SFO,I,38.73,-122.03
95628,Fair Oaks,Primary City Name,Sacramento,CA,SFO,I,38.65,-121.25
95630,Folsom,Primary City Name,Sacramento,CA,SFO,I,38.67,-121.14
95632,Galt,Primary City Name,Sacramento,CA,SFO,I,38.27,-121.22
95639,Hood,Primary City Name,Sacramento,CA,SFO,I,38.39,-121.5
95652,Mcclellan,Primary City Name,Sacramento,CA,SFO,I,38.66,-121.4
95653,Madison,Primary City Name,Yolo,CA,SFO,I,38.7,-121.98
95655,Mather,Primary City Name,Sacramento,CA,SFO,I,38.54,-121.28
95655,Rancho Cordova,Alternate City Name,Sacramento,CA,SFO,I,38.54,-121.28
95660,North Highlands,Primary City Name,Sacramento,CA,SFO,I,38.66,-121.37
95662,Orangevale,Primary City Name,Sacramento,CA,SFO,I,38.68,-121.22
95670,Gold River,Alternate City Name,Sacramento,CA,SFO,I,38.6,-121.28
95670,Rancho Cordova,Primary City Name,Sacramento,CA,SFO,I,38.6,-121.28
95673,Rio Linda,Primary City Name,Sacramento,CA,SFO,I,38.68,-121.45
95680,Ryde,Primary City Name,Sacramento,CA,SFO,I,38.24,-121.59
95686,Thornton,Primary City Name,San Joaquin,CA,SFO,I,38.17,-121.52
95687,Vacaville,Primary City Name,Solano,CA,SFO,I,38.35,-121.93
95688,Vacaville,Primary City Name,Solano,CA,SFO,I,38.41,-122.01
95690,Walnut Grove,Primary City Name,Sacramento,CA,SFO,I,38.23,-121.58
95691,West Sacramento,Primary City Name,Yolo,CA,SFO,I,38.66,-121.62
95694,Winters,Primary City Name,Yolo,CA,SFO,I,38.56,-121.99
95695,Woodland,Primary City Name,Yolo,CA,SFO,I,38.71,-121.85
95696,Vacaville,Primary City Name,Solano,CA,SFO,I,38.31,-121.92
95697,Yolo,Primary City Name,Yolo,CA,SFO,I,38.73,-121.81
95698,Zamora,Primary City Name,Yolo,CA,SFO,I,38.8,-121.9
95741,Rancho Cordova,Primary City Name,Sacramento,CA,SFO,I,38.58,-121.3
95742,Rancho Cordova,Primary City Name,Sacramento,CA,SFO,I,38.57,-121.17
95757,Elk Grove,Primary City Name,Sacramento,CA,SFO,I,38.35,-121.42
95758,Elk Grove,Primary City Name,Sacramento,CA,SFO,I,38.43,-121.44
95759,Elk Grove,Primary City Name,Sacramento,CA,SFO,I,38.4,-121.37
95763,Folsom,Primary City Name,Sacramento,CA,SFO,I,38.67,-121.17
95776,Woodland,Primary City Name,Yolo,CA,SFO,I,38.69,-121.68
95798,West Sacramento,Primary City Name,Yolo,CA,SFO,I,38.57,-121.56
95799,West Sacramento,Primary City Name,Yolo,CA,SFO,I,38.53,-121.55
95811,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.59,-121.49
95812,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.58,-121.49
95813,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.5,-121.41
95814,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.58,-121.49
95815,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.6,-121.46
95816,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.57,-121.46
95817,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.55,-121.45
95818,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.55,-121.49
95819,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.56,-121.43
95820,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.53,-121.44
95821,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.62,-121.38
95822,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.51,-121.49
95823,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.47,-121.44
95824,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.52,-121.44
95825,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.59,-121.41
95826,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.54,-121.38
95827,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.55,-121.32
95828,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.48,-121.4
95829,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.48,-121.34
95830,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.49,-121.27
95831,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.49,-121.53
95832,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.43,-121.51
95833,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.61,-121.49
95834,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.64,-121.54
95835,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.67,-121.53
95836,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.71,-121.54
95837,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.69,-121.6
95838,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.64,-121.44
95840,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.58,-121.49
95841,Carmichael,Alternate City Name,Sacramento,CA,SFO,I,38.66,-121.35
95841,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.66,-121.35
95842,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.68,-121.34
95843,Antelope,Primary City Name,Sacramento,CA,SFO,I,38.71,-121.36
95843,Sacramento,Alternate City Name,Sacramento,CA,SFO,I,38.71,-121.36
95851,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.6,-121.44
95852,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.6,-121.44
95853,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.6,-121.44
95860,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.61,-121.38
95864,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.58,-121.37
95865,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.59,-121.4
95866,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.59,-121.4
95867,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.58,-121.49
95894,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.55,-121.49
95899,Sacramento,Primary City Name,Sacramento,CA,SFO,I,38.57,-121.52
98001,Auburn,Primary City Name,King County,WA,SEA,A,,
